player,team,from,to,played,start,sub,pts,tries,conv,pens,drop,gfm,won,lost,draw
P Laporte,CdI,1994,1994,3,1,2,0,0,0,0,0,0,2,1
RJ Larson,Namib,2011,2011,3,2,1,0,0,0,0,0,0,0,3
T Latailakepa,Tonga,1992,1993,3,3,0,0,0,0,0,0,0,1,2
SG Latu,Tonga,1992,1993,3,3,0,0,0,0,0,0,0,2,1
M Latunipulu,Tonga,1926,1926,3,3,0,0,0,0,0,0,0,2,1
S Laulaupeaalu,USA,2008,2008,3,0,3,0,0,0,0,0,0,0,3
J Laurent,Fra,1920,1920,3,3,0,0,0,0,0,0,0,0,3
W Lauret,Fra,2010,2012,3,2,1,0,0,0,0,0,0,1,2
T Lavaki,Tonga,1990,1993,3,2,1,0,0,0,0,0,0,1,2
J Lavayen,Arg,1961,1961,3,3,0,3,1,0,0,0,0,3,0
F Lavino Zona,Spain,2004,2006,3,0,3,0,0,0,0,0,0,2,1
PJ Lawlor,Ire,1990,1993,3,3,0,0,0,0,0,0,0,1,2
KG Lawrie,Scot,1980,1980,3,2,1,0,0,0,0,0,0,1,2
A Lazaro Gaminde,Spain,2005,2006,3,1,2,0,0,0,0,0,0,1,2
WRM Leake,Eng,1891,1891,3,3,0,0,0,0,0,0,0,2,1
PR Leal,Port,1973,1973,3,3,0,0,0,0,0,0,0,2,1
S Leaupepe,Samoa,1979,1980,3,3,0,0,0,0,0,0,0,0,3
A Leavasa,Samoa,1979,1980,3,3,0,0,0,0,0,0,0,0,3
GB Legh,Can,1973,1976,3,3,0,0,0,0,0,0,0,0,3
F Leipert,Germ,1927,1931,3,3,0,0,0,0,0,0,0,1,2
H Leipert,Germ,1927,1929,3,3,0,0,0,0,0,0,0,0,3
L Lepatey,Fra,1924,1924,3,3,0,0,0,0,0,0,0,1,2
JHS le Roux,SA,1994,1994,3,3,0,0,0,0,0,0,0,1,2
PA le Roux,SA,1906,1906,3,3,0,0,0,0,0,0,0,2,0
JC Lett,USA,2008,2008,3,2,1,0,0,0,0,0,0,0,3
S Levaggi,Urug,2007,2008,3,0,3,0,0,0,0,0,0,0,3
KP Lewis,Ire,2005,2007,3,1,2,0,0,0,0,0,0,1,2
TW Lewis,Wales,1926,1927,3,3,0,0,0,0,0,0,0,0,2
R Leyland,Eng,1935,1935,3,3,0,0,0,0,0,0,0,1,1
JM Lhermet,Fra,1990,1993,3,3,0,0,0,0,0,0,0,2,1
S Liaina,Samoa,1963,1963,3,3,0,3,0,0,0,0,0,0,3
JH Lik,USA,2005,2005,3,3,0,0,0,0,0,0,0,1,2
L Lile,Tonga,2002,2003,3,1,2,0,0,0,0,0,0,1,2
V Lilidamu,Fiji,1986,1988,3,3,0,0,0,0,0,0,0,2,1
B Liluashvili,Georg,1989,1990,3,3,0,0,0,0,0,0,0,2,1
F Lima,Port,1997,2001,3,2,1,0,0,0,0,0,0,0,3
DF Lindsay,NZ,1928,1928,3,3,0,3,0,0,1,0,0,1,2
A Lino,Tonga,1926,1926,3,3,0,0,0,0,0,0,0,2,1
M Liongitau,Tonga,1924,1924,3,3,0,0,0,0,0,0,0,1,1
O Liparteliani,Georg,1989,1990,3,3,0,0,0,0,0,0,0,2,1
M Liscovitz,USA,1977,1978,3,3,0,0,0,0,0,0,0,1,2
D Lobendhan,Fiji,1973,1976,3,3,0,4,1,0,0,0,0,1,2
J Lobies,Fra,1921,1921,3,3,0,0,0,0,0,0,0,1,2
GP Lochner,SA,1937,1938,3,3,0,3,1,0,0,0,0,3,0
TW Lockwood,Wales,1887,1887,3,3,0,0,0,0,0,0,0,1,1
J Lombard,USA,1977,1979,3,3,0,0,0,0,0,0,0,0,3
AC Lopes,Port,1987,1987,3,3,0,0,0,0,0,0,0,0,3
FJ Lopez Martin,Spain,1994,1994,3,3,0,0,0,0,0,0,0,1,2
J Lorenz,Can,1966,1971,3,3,0,0,0,0,0,0,0,0,3
HDB Lorraine,Scot,1933,1933,3,3,0,0,0,0,0,0,0,3,0
WK Lose,Tonga,1995,1995,3,3,0,0,0,0,0,0,0,1,2
D Lotter,SA,1993,1993,3,3,0,0,0,0,0,0,0,1,2
C Loubser,Namib,1999,2005,3,2,1,0,0,0,0,0,0,1,2
MJ Lourens,SA,1968,1968,3,3,0,3,1,0,0,0,0,2,0
FH Louw,SA,2002,2002,3,2,1,0,0,0,0,0,0,3,0
JS Louw,SA,1891,1891,3,3,0,0,0,0,0,0,0,0,3
EW Love,Aust,1932,1932,3,3,0,0,0,0,0,0,0,1,2
PW Lucas,Aust,1982,1982,3,3,0,0,0,0,0,0,0,1,2
V Luscal,Rom,1958,1958,3,3,0,0,0,0,0,0,0,2,0
TW Lynch,NZ,1951,1951,3,3,0,9,2,0,0,1,0,3,0
PJ Lyster,SA,1933,1937,3,3,0,0,0,0,0,0,0,0,3
VJ Lyttle,Ire,1938,1939,3,3,0,0,0,0,0,0,0,2,1
P Ma'afu,Tonga,1959,1963,3,3,0,0,0,0,0,0,0,2,1
BEW McCall,Wales,1936,1936,3,3,0,0,0,0,0,0,0,2,0
BW McCall,Ire,1985,1986,3,2,1,4,1,0,0,0,0,0,2
A McCarley,Wales,1938,1938,3,3,0,9,3,0,0,0,0,2,1
RJ McCarten,Ire,1961,1961,3,3,0,0,0,0,0,0,0,1,2
N McCarthy,HK,1997,1997,3,1,2,0,0,0,0,0,0,2,1
N McCarthy,Eng,1999,2000,3,0,3,0,0,0,0,0,0,3,0
B McClenahan,USA,2009,2011,3,0,3,0,0,0,0,0,0,1,2
RO McClenahan,Ire,1923,1923,3,3,0,0,0,0,0,0,0,1,2
FM McCormac,Ire,1909,1910,3,3,0,0,0,0,0,0,0,1,2
RH McCowan,Aust,1899,1899,3,3,0,0,0,0,0,0,0,1,2
JF McCullough,NZ,1959,1959,3,3,0,0,0,0,0,0,0,2,1
G McDonald,USA,1989,1996,3,3,0,0,0,0,0,0,0,0,3
RN McDonald,Can,1966,1970,3,3,0,0,0,0,0,0,0,0,3
WA MacDonald,Scot,1889,1892,3,3,0,0,0,0,0,0,0,2,1
JLH MacFarlane,Scot,1871,1873,3,3,0,0,0,0,0,0,0,1,1
G McGhie,Aust,1929,1930,3,3,0,6,2,0,0,0,0,3,0
DG McGregor,Scot,1907,1907,3,3,0,0,0,0,0,0,0,3,0
A Machuca Charro,Spain,1982,1983,3,3,0,0,0,0,0,0,0,0,3
MJ McHugh,NZ,1946,1949,3,3,0,0,0,0,0,0,0,2,1
SC McIvor,Ire,1996,1997,3,2,1,0,0,0,0,0,0,0,3
C McKay,USA,2008,2009,3,0,3,0,0,0,0,0,0,0,3
J McKee,HK,1994,1994,3,2,1,64,2,24,2,0,0,3,0
GF McKellar,NZ,1910,1910,3,3,0,0,0,0,0,0,0,2,1
J Mackenzie,Can,2010,2011,3,0,3,0,0,0,0,0,0,3,0
JEH Mackinlay,Eng,1872,1875,3,3,0,0,0,0,0,0,0,2,0
CI MacLaghlan,Can,1981,1982,3,3,0,0,0,0,0,0,0,0,3
DJ McLean,Aust,1904,1905,3,3,0,3,1,0,0,0,0,0,3
RRF MacLennan,Eng,1925,1925,3,3,0,0,0,0,0,0,0,1,1
V McNamara,Ire,1914,1914,3,3,0,3,1,0,0,0,0,1,2
AM McNaughton,NZ,1971,1971,3,3,0,0,0,0,0,0,0,1,2
DG MacPherson,NZ/Scot,1905,1910,3,3,0,3,1,0,0,0,0,2,1
MN Madden,Ire,1955,1955,3,3,0,0,0,0,0,0,0,0,2
O Maestri,Italy,1935,1937,3,2,1,0,0,0,0,0,0,1,2
T Mafi,Tonga,1934,1934,3,3,0,0,0,0,0,0,0,1,2
JP Magalhaes,Port,1981,1981,3,3,0,0,0,0,0,0,0,3,0
H Magois,Fra,1968,1968,3,3,0,0,0,0,0,0,0,0,3
E Magrath,Aust,1961,1961,3,3,0,3,1,0,0,0,0,1,2
DJ Maguire,Aust,1989,1989,3,3,0,4,1,0,0,0,0,1,2
JR Maguire,NZ,1910,1910,3,3,0,0,0,0,0,0,0,2,1
S Mahe,Tonga,1981,1981,3,3,0,0,0,0,0,0,0,1,2
MG Maia,Port,1981,1981,3,2,1,0,0,0,0,0,0,3,0
TS Mailau,Tonga,2012,2012,3,1,2,0,0,0,0,0,0,1,2
F Mailei,Samoa,1963,1963,3,2,1,0,0,0,0,0,0,0,3
T Maka,Tonga,1979,1981,3,3,0,4,1,0,0,0,0,2,1
I Makutu,Fiji,1976,1976,3,3,0,0,0,0,0,0,0,0,3
RPN Makutu,Fiji,2011,2011,3,0,3,0,0,0,0,0,0,1,2
K Malai,Fiji,1988,1988,3,3,0,4,1,0,0,0,0,2,0
M Malele,Samoa,1979,1980,3,3,0,0,0,0,0,0,0,0,3
C Malie,Spain,2011,2012,3,3,0,11,0,1,3,0,0,2,1
FWS Malir,Eng,1930,1930,3,3,0,0,0,0,0,0,0,1,1
NG Malone,Ire,1993,1994,3,2,1,9,0,0,3,0,0,1,2
A Mammana,Arg,1991,1997,3,1,2,0,0,0,0,0,0,3,0
A Man,Rom,1988,1988,3,3,0,0,0,0,0,0,0,1,2
EF Mandible,Aust,1907,1908,3,3,0,0,0,0,0,0,0,0,2
WE Mann,Eng,1911,1911,3,3,0,3,1,0,0,0,0,1,2
A Mannato,Italy,2004,2005,3,2,1,5,1,0,0,0,0,2,1
L Mano,Samoa,1988,1988,3,3,0,4,1,0,0,0,0,0,2
P Mapakaitolo,Tonga,2009,2011,3,2,1,5,1,0,0,0,0,1,2
T Marchenko,Ukr,2012,2012,3,0,3,0,0,0,0,0,0,1,2
M Marek,Czech,2003,2004,3,0,3,0,0,0,0,0,0,1,2
A Marescalchi,Italy,1933,1937,3,2,1,3,1,0,0,0,0,1,1
JM Marques,Urug,1999,2001,3,3,0,0,0,0,0,0,0,0,3
V Marques,Port,2012,2012,3,2,1,0,0,0,0,0,0,0,3
AFWD Marsberg,SA,1906,1906,3,3,0,0,0,0,0,0,0,1,1
GH Marsden,Eng,1900,1900,3,3,0,0,0,0,0,0,0,1,1
G Marsh,Japan,2007,2007,3,2,1,0,0,0,0,0,0,0,3
JH Marsh,Eng/Scot,1889,1892,3,3,0,0,0,0,0,0,0,3,0
H Marshall,Eng/GB,1891,1893,3,3,0,6,3,0,0,0,0,2,1
WC Martheze,SA,1903,1906,3,3,0,0,0,0,0,0,0,2,0
C Martin,Fra,1909,1910,3,3,0,0,0,0,0,0,0,0,3
WJ Martin,Wales,1912,1919,3,3,0,0,0,0,0,0,0,1,2
E Martinez,Arg,1971,1971,3,3,0,3,1,0,0,0,0,3,0
G Martini,Italy,1965,1968,3,3,0,0,0,0,0,0,0,1,2
LF Martin Fernandez,Spain,1983,1987,3,3,0,0,0,0,0,0,0,0,3
SJP Mason,Ire,1996,1996,3,3,0,42,0,3,12,0,0,1,2
EJ Massey,Eng,1925,1925,3,3,0,0,0,0,0,0,0,1,1
WH Masters,Scot,1879,1880,3,3,0,0,1,0,0,0,0,2,1
P Matailina,Samoa,1957,1957,3,3,0,0,0,0,0,0,0,0,2
S Matalulu,Fiji,1994,1994,3,3,0,0,0,0,0,0,0,1,2
T Matawalu,Fiji,2005,2007,3,3,0,0,0,0,0,0,0,2,1
A Mateescu,Rom,1934,1936,3,3,0,0,0,0,0,0,0,0,3
W Mateiwai,Fiji,1993,1993,3,3,0,0,0,0,0,0,0,1,2
J Mateus,Port,2012,2012,3,0,3,0,0,0,0,0,0,0,3
T Matsubara,Japan,1932,1934,3,3,0,0,0,0,0,0,0,3,0
H Matsuoka,Japan,1952,1956,3,3,0,11,1,1,2,0,0,0,3
S Matsuoka,Japan,1970,1970,3,3,0,0,0,0,0,0,0,1,2
B Matthewman,Zimb,1990,1990,3,3,0,0,0,0,0,0,0,3,0
L Maurette,Arg,1948,1952,3,3,0,0,0,0,0,0,0,0,3
DS Max,NZ,1931,1934,3,3,0,3,1,0,0,0,0,1,1
JE Maxwell-Hyslop,Eng,1922,1922,3,3,0,3,1,0,0,0,0,2,0
AF Maynard,Eng,1914,1914,3,3,0,0,0,0,0,0,0,3,0
T Mayne,Ire,1921,1921,3,3,0,0,0,0,0,0,0,1,2
A Mayssonnie,Fra,1908,1910,3,3,0,0,0,0,0,0,0,0,3
F Mazzantini,Italy,1965,1967,3,3,0,0,0,0,0,0,0,1,2
NN Meek,Wales,1993,1993,3,3,0,0,0,0,0,0,0,1,2
GWC Meikle,Eng,1934,1934,3,3,0,12,4,0,0,0,0,3,0
CL Melville,Scot,1937,1937,3,3,0,0,0,0,0,0,0,1,2
A Memoli,Arg,1979,1979,3,3,0,0,0,0,0,0,0,3,0
A Meredith,Wales,1949,1949,3,3,0,3,1,0,0,0,0,1,2
J Meredith,Samoa,1963,1963,3,3,0,3,0,0,1,0,0,0,3
P Merghisescu,Rom,1960,1960,3,3,0,0,0,0,0,0,0,2,1
J Metelo,Port,1968,1968,3,3,0,0,0,0,0,0,0,1,1
A Metz,Germ,2010,2010,3,0,3,0,0,0,0,0,0,0,3
CDP Meyer,SA,1921,1921,3,3,0,0,0,0,0,0,0,1,1
GM Michael,Wales,1923,1923,3,3,0,3,1,0,0,0,0,1,2
JP Michau,SA,1921,1921,3,3,0,0,0,0,0,0,0,1,1
AT Michell,Eng,1875,1875,3,3,0,0,1,0,0,0,0,2,0
E Miguens,Arg,1975,1975,3,2,1,8,2,0,0,0,0,3,0
BM Mika,NZ,2002,2002,3,1,2,0,0,0,0,0,0,1,1
A Miller,Ire,1880,1883,3,3,0,0,0,0,0,0,0,0,3
P Milliand,Fra,1936,1937,3,3,0,9,3,0,0,0,0,3,0
JG Millican,Scot,1973,1973,3,3,0,0,0,0,0,0,0,2,1
HM Milliken,NZ,1938,1938,3,3,0,3,1,0,0,0,0,3,0
CJB Milne,Scot,1886,1886,3,3,0,0,0,0,0,0,0,2,0
A Mimesi,Arg,1998,1998,3,1,2,0,0,0,0,0,0,2,1
G Minadze,Russ,2009,2010,3,2,1,5,1,0,0,0,0,1,2
D Miranda,Port,2008,2011,3,0,3,0,0,0,0,0,0,0,3
S Misa,Tonga,1926,1926,3,3,0,3,1,0,0,0,0,2,1
M Mishima,Japan,1930,1932,3,3,0,0,0,0,0,0,0,2,0
GWE Mitchell,Scot,1967,1968,3,3,0,0,0,0,0,0,0,0,3
JG Mitchell,Scot,1885,1885,3,3,0,0,0,0,0,0,0,2,0
E Mitchelstein,Arg,1956,1960,3,3,0,0,0,0,0,0,0,0,3
M Mitoma,Japan,1953,1956,3,3,0,0,0,0,0,0,0,0,3
K Miyajima,Japan,1959,1959,3,3,0,6,0,0,2,0,0,0,2
U Moa,Tonga,1998,1998,3,1,2,0,0,0,0,0,0,0,3
P Moala,Tonga,1981,1981,3,3,0,4,1,0,0,0,0,1,2
S Moamanu,Samoa,1985,1986,3,3,0,0,0,0,0,0,0,0,3
V Mocelutu,Fiji,1974,1974,3,3,0,12,3,0,0,0,0,0,3
V Moeaki,Tonga,1934,1934,3,3,0,0,0,0,0,0,0,1,2
C Moeliker,Neth,2001,2002,3,2,1,0,0,0,0,0,0,0,3
JE Moffitt,NZ,1921,1921,3,3,0,0,0,0,0,0,0,1,1
CC Moir,Scot,2000,2000,3,3,0,0,0,0,0,0,0,1,2
T Mokate,USA,2012,2012,3,2,1,5,1,0,0,0,0,1,2
T Moli,Tonga,1958,1958,3,3,0,0,0,0,0,0,0,1,2
M Molina,Arg,1998,1998,3,3,0,12,2,1,0,0,0,3,0
M Molina Berro,Arg,1964,1964,3,3,0,26,1,7,2,1,0,3,0
FJ Moncreiff,Scot,1871,1873,3,3,0,0,0,0,0,0,0,1,1
JDE Monteith,Ire,1947,1947,3,3,0,0,0,0,0,0,0,2,1
G Montes de Oca,Arg,1961,1961,3,3,0,6,2,0,0,0,0,3,0
FP Montgomery,Ire,1914,1914,3,3,0,0,0,0,0,0,0,1,2
DB Monypenny,Scot,1899,1899,3,3,0,3,1,0,0,0,0,2,1
AR Moodie,Scot,1909,1911,3,3,0,0,0,0,0,0,0,2,1
CM Moore,Ire,1887,1888,3,3,0,0,0,0,0,0,0,1,2
NH Moore,Eng,1904,1904,3,3,0,6,2,0,0,0,0,1,1
SJ Moore,Wales,1997,1997,3,3,0,0,0,0,0,0,0,3,0
DW Morath,Tonga,2010,2011,3,1,2,0,0,0,0,0,0,1,2
C Morea,Arg,1951,1951,3,3,0,6,2,0,0,0,0,3,0
G Morelli,Italy,1988,1989,3,3,0,0,0,0,0,0,0,0,3
M Morgan,Arg,1971,1971,3,3,0,3,1,0,0,0,0,3,0
NH Morgan,Wales,1960,1960,3,3,0,14,0,4,2,0,0,2,1
PEJ Morgan,Wales,1961,1961,3,3,0,0,0,0,0,0,0,1,2
WL Morgan,A-W/Wales,1908,1910,3,3,0,0,0,0,0,0,0,1,1
J Morganti,Arg,1951,1951,3,3,0,0,0,0,0,0,0,3,0
M Moriche Mostajo,Spain,1982,1983,3,3,0,19,0,2,4,1,0,0,3
G Morlaes Oliver,Arg,2001,2001,3,2,1,0,0,0,0,0,0,3,0
RJM Moroney,Ire,1984,1985,3,3,0,0,0,0,0,0,0,0,2
TA Moroney,Ire,1964,1967,3,3,0,0,0,0,0,0,0,1,2
ADW Morris,Eng,1909,1909,3,3,0,0,0,0,0,0,0,1,2
HT Morris,Wales,1951,1955,3,3,0,6,2,0,0,0,0,2,1
TJ Morris,NZ,1972,1972,3,3,0,33,0,9,4,1,0,3,0
W Morris,Wales,1896,1897,3,3,0,0,0,0,0,0,0,2,1
WGH Morris,Wales,1919,1921,3,3,0,0,0,0,0,0,0,2,1
RH Morrison,Scot,1886,1886,3,3,0,0,2,0,0,0,0,2,0
TC Morrison,NZ,1938,1938,3,3,0,4,0,0,0,1,0,3,0
PJ Morrissey,NZ,1962,1962,3,3,0,6,2,0,0,0,0,2,0
RD Morrow,Ire,1986,1986,3,3,0,0,0,0,0,0,0,0,3
S Morse,Eng,1873,1875,3,3,0,0,0,0,0,0,0,1,0
F Moss,Eng,1885,1886,3,3,0,0,0,0,0,0,0,3,0
J Mostany,Arg,1987,1987,3,2,1,0,0,0,0,0,0,1,2
S Motu'apuaka,Tonga,1979,1987,3,3,0,0,0,0,0,0,0,2,1
S Motu'apuaka,Tonga,1969,1972,3,3,0,0,0,0,0,0,0,2,1
IE Motusaga,Samoa,2000,2005,3,1,2,0,0,0,0,0,0,1,2
C Mougeot,Fra,1992,1992,3,3,0,0,0,0,0,0,0,1,2
E Mo'ungaloa,Tonga,1924,1924,3,3,0,0,0,0,0,0,0,1,1
KT Mudzamba,Zimb,1998,1998,3,2,1,0,0,0,0,0,0,1,2
AH Muhr,Fra,1906,1907,3,3,0,6,2,0,0,0,0,0,3
W Mulder,Neth,2001,2002,3,1,2,0,0,0,0,0,0,0,3
J Muldoon,Ire,2009,2010,3,3,0,0,0,0,0,0,0,2,1
C Muller,Germ,1927,1928,3,3,0,0,0,0,0,0,0,1,2
R Muniz,Arg,1975,1975,3,3,0,8,2,0,0,0,0,3,0
NM Munnoch,Scot,1952,1952,3,3,0,0,0,0,0,0,0,0,3
K Murdoch,NZ,1970,1972,3,3,0,4,1,0,0,0,0,2,1
CD Murphy,Wales,1935,1935,3,3,0,0,0,0,0,0,0,1,1
JJ Murphy,Ire,1981,1984,3,2,1,5,0,1,1,0,0,1,2
HW Murray,Ire,1877,1879,3,3,0,0,0,0,0,0,0,0,3
KT Murray,Scot,1985,1985,3,3,0,0,0,0,0,0,0,0,3
WAK Murray,Scot,1920,1921,3,3,0,0,0,0,0,0,0,2,1
WM Murray,SA,2007,2007,3,3,0,0,0,0,0,0,0,1,2
J Nabou,Fiji,1961,1961,3,3,0,3,1,0,0,0,0,0,2
RN Nadolo Nasiganiyavi,Fiji,2010,2010,3,2,1,0,0,0,0,0,0,2,1
A Nadredre,Fiji,1964,1968,3,3,0,0,0,0,0,0,0,1,2
M Nadridri Sego,Fiji,2004,2005,3,2,1,10,2,0,0,0,0,2,1
S Naiduki,Fiji,1979,1979,3,3,0,0,0,0,0,0,0,2,1
V Naisoro,Fiji,1938,1938,3,3,0,0,0,0,0,0,0,1,1
T Nakauta,Fiji,1987,1988,3,3,0,0,0,0,0,0,0,3,0
K Nalaga,Fiji,1986,1989,3,3,0,4,1,0,0,0,0,3,0
S Napa'a,Tonga,1934,1934,3,3,0,3,1,0,0,0,0,1,2
A Nariva,Fiji,2002,2003,3,3,0,0,0,0,0,0,0,1,2
W Nasalo,Fiji,1974,1976,3,3,0,0,0,0,0,0,0,0,3
N Natroshvili,Georg,1992,1992,3,2,1,0,0,0,0,0,0,3,0
S Natsui,Japan,1952,1953,3,3,0,0,0,0,0,0,0,0,3
W Nayacalevu Vuidravuwalu,Fiji,2012,2012,3,2,1,10,2,0,0,0,0,1,2
T Nayate,Fiji,1979,1979,3,3,0,4,1,0,0,0,0,0,3
BA Neale,Eng,1951,1951,3,3,0,0,0,0,0,0,0,1,2
V Negodin,Russ,1998,1998,3,3,0,0,0,0,0,0,0,1,2
M Negri,Arg/SthAm,1979,1982,3,3,0,8,2,0,0,0,0,3,0
M Neill,Zimb,1987,1987,3,3,0,4,1,0,0,0,0,0,3
PARO Nel,SA,1903,1903,3,3,0,0,0,0,0,0,0,1,0
G Neto,Port,1997,1998,3,2,1,0,0,0,0,0,0,0,2
CA Newby,NZ,2004,2006,3,0,3,0,0,0,0,0,0,2,1
SC Newman,Eng,1947,1948,3,3,0,3,0,0,1,0,0,1,1
F Newton,NZ,1905,1906,3,3,0,3,1,0,0,0,0,2,1
NM Ngapaku,Samoa,2000,2000,3,1,2,2,0,1,0,0,0,3,0
JA Nichol,Scot,1955,1955,3,3,0,3,1,0,0,0,0,2,1
AR Nicholson,Arg,1979,1979,3,3,0,0,0,0,0,0,0,3,0
BE Nicholson,Eng/GB,1938,1938,3,3,0,3,1,0,0,0,0,1,2
PC Nicholson,Ire,1900,1900,3,3,0,0,0,0,0,0,0,0,2
G Nicola,Rom,1927,1927,3,3,0,0,0,0,0,0,0,1,2
P Niculescu,Rom,1958,1959,3,3,0,0,0,0,0,0,0,2,1
V Niculescu,Rom,1938,1942,3,2,1,0,0,0,0,0,0,0,3
E Nima,Fiji,1947,1948,3,3,0,12,4,0,0,0,0,2,1
H Nisa,Tonga,1991,1992,3,3,0,6,0,0,2,0,0,1,2
T Nishihara,Japan,2011,2011,3,2,1,0,0,0,0,0,0,1,2
V Nistor,Rom,1959,1959,3,3,0,0,0,0,0,0,0,3,0
A Niunin,Ukr,2006,2006,3,2,1,0,0,0,0,0,0,0,3
EH North,Eng,1891,1891,3,3,0,0,0,0,0,0,0,2,1
MJ Novak,Eng,1970,1970,3,3,0,3,1,0,0,0,0,0,3
KW Nowlan,Ire,1997,1997,3,3,0,10,2,0,0,0,0,1,2
M Nunes,Port,1982,1982,3,3,0,0,0,0,0,0,0,1,2
BAP O'Brien,Ire,1968,1968,3,3,0,0,0,0,0,0,0,1,1
KA O'Brien,Ire,1980,1981,3,2,1,4,1,0,0,0,0,0,3
T O'Brien,USA,1980,1983,3,3,0,0,0,0,0,0,0,0,3
MP O'Callaghan,Ire,1962,1964,3,3,0,0,0,0,0,0,0,1,1
MW O'Callaghan,NZ,1968,1968,3,3,0,0,0,0,0,0,0,3,0
JB O'Donnell,Aust,1928,1928,3,3,0,0,0,0,0,0,0,1,2
U O'Farrell,Arg,1951,1951,3,3,0,42,14,0,0,0,0,3,0
W Offenhauer,Germ,1927,1929,3,3,0,0,0,0,0,0,0,1,2
C Ogilvy,Scot,1911,1912,3,3,0,0,0,0,0,0,0,0,3
S O'Hara,HK,1998,1998,3,1,2,5,1,0,0,0,0,3,0
P Oklestek,Czech,2005,2007,3,2,1,0,0,0,0,0,0,0,3
Y Okubo,Japan,1967,1968,3,3,0,3,1,0,0,0,0,1,2
GH Old,NZ,1981,1982,3,1,2,0,0,0,0,0,0,3,0
WL Oldham,A-W/Eng,1908,1909,3,3,0,0,0,0,0,0,0,0,3
AF O'Leary,Ire,1952,1952,3,3,0,0,0,0,0,0,0,1,2
GH Oliver,Scot,1987,1991,3,2,1,4,1,0,0,0,0,2,1
A Olosoni,Tonga,2010,2010,3,3,0,5,1,0,0,0,0,0,3
CJ Olver,Eng,1990,1992,3,3,0,0,0,0,0,0,0,3,0
T Omata,Japan,1970,1970,3,3,0,0,0,0,0,0,0,1,2
A O'Neill,Eng,1901,1901,3,3,0,0,0,0,0,0,0,0,3
M Orlando,Arg,2012,2012,3,2,1,5,1,0,0,0,0,3,0
IWL Ormiston,Aust,1920,1920,3,3,0,0,0,0,0,0,0,0,3
JP Orta,Urug,2008,2008,3,2,1,0,0,0,0,0,0,1,2
J Ortega Desio,Arg,2012,2012,3,2,1,15,3,0,0,0,0,3,0
L Ortiz,Arg,2003,2003,3,1,2,0,0,0,0,0,0,3,0
DH Osborne,Aust,1975,1975,3,3,0,4,1,0,0,0,0,3,0
W Otto,Namib,1993,1994,3,3,0,0,0,0,0,0,0,2,1
K Otukolo,Japan,2005,2005,3,2,1,15,3,0,0,0,0,2,1
BD Oxlade,Aust,1938,1938,3,3,0,0,0,0,0,0,0,0,3
A Ozaki,Japan,2008,2008,3,1,2,5,1,0,0,0,0,3,0
S Pace,Italy,1977,1984,3,3,0,0,0,0,0,0,0,2,1
S Pace,Italy,2001,2005,3,2,1,0,0,0,0,0,0,1,2
R Paciucci,Italy,1937,1937,3,3,0,0,0,0,0,0,0,1,1
U Pahulu,Tonga,1973,1974,3,3,0,0,0,0,0,0,0,1,2
DJ Paice,Eng,2008,2012,3,0,3,0,0,0,0,0,0,1,2
P Palavi,Tonga,1924,1924,3,3,0,0,0,0,0,0,0,1,1
U Palavi,Tonga,1960,1963,3,3,0,3,1,0,0,0,0,1,2
JN Pallant,Eng,1967,1967,3,3,0,0,0,0,0,0,0,2,1
BP Palmer,NZ,1929,1932,3,3,0,3,1,0,0,0,0,2,1
FC Palmer,Wales,1922,1922,3,3,0,3,1,0,0,0,0,2,0
GV Palmer,Eng,1928,1928,3,3,0,6,2,0,0,0,0,3,0
JA Palmer,Eng,1984,1986,3,2,1,0,0,0,0,0,0,1,2
MJ Palumbo,Spain,2009,2009,3,3,0,25,1,1,5,1,0,0,3
TA Pargetter,Eng,1962,1963,3,3,0,0,0,0,0,0,0,1,1
TF Paris,Can,2010,2010,3,2,1,10,2,0,0,0,0,3,0
AJ Parker,Aust,1983,1983,3,2,1,0,0,0,0,0,0,1,2
JH Parker,NZ,1924,1925,3,3,0,3,1,0,0,0,0,3,0
M Parra,Arg,1975,1975,3,3,0,0,0,0,0,0,0,3,0
P Paselli,Italy,1929,1933,3,3,0,0,0,0,0,0,0,2,1
M Patolo,Samoa,1986,1986,3,3,0,0,0,0,0,0,0,0,3
JC Patrick,USA,1920,1924,3,3,0,12,4,0,0,0,0,3,0
WM Patterson,Eng/Lions,1959,1961,3,3,0,0,0,0,0,0,0,1,2
P Paul,Samoa,1955,1955,3,3,0,0,0,0,0,0,0,0,3
P Paulo,Samoa,1989,1990,3,3,0,0,0,0,0,0,0,3,0
P Pavesi,Italy,1977,1980,3,3,0,0,0,0,0,0,0,1,2
GW Payne,Wales,1960,1960,3,3,0,0,0,0,0,0,0,2,1
JJ Paz,Arg,1991,1991,3,3,0,0,0,0,0,0,0,3,0
S Paz Posse,Arg,1993,1993,3,3,0,10,2,0,0,0,0,3,0
PG Pearce,Wales,1981,1982,3,2,1,6,0,0,0,2,0,1,2
TF Peel,Ire,1892,1892,3,3,0,0,0,0,0,0,0,1,2
L Pelliccione,Italy,1983,1983,3,2,1,0,0,0,0,0,0,2,1
N Penha e Costa,Port,2012,2012,3,3,0,2,0,1,0,0,0,0,3
WJ Penny,Eng,1878,1879,3,3,0,0,1,0,0,0,0,2,0
O Pepa Koloamatangii,Tonga,1928,1928,3,3,0,3,1,0,0,0,0,2,1
